A	B	Competition	Cooperation	A_B	dist	A_idx	B_idx	bin	IQ_outlier_comp	IQ_outlier_coop	zscore_comp	zscore_coop	MRCA_level	MRCA_taxa	A_taxa	B_taxa
58	GCF_000345185.2	GCF_000345145.2	0.991452991452991	0.00854700854700855	GCF_000345185.2_GCF_000345145.2	0.0418	1087	1085	5	Positive		2.85218267638071	-1.9129621971715	g	Helicobacter	d_Bacteria:p_Campylobacterota:c_Campylobacteria:o_Campylobacterales:f_Helicobacteraceae:g_Helicobacter:s_	d_Bacteria:p_Campylobacterota:c_Campylobacteria:o_Campylobacterales:f_Helicobacteraceae:g_Helicobacter:s_
59	GCF_000345465.2	GCF_000345905.2	0.983193277310924	0	GCF_000345465.2_GCF_000345905.2	0.04129	1101	1122	5	Positive		2.73685241346348	-2.20529860420536	g	Helicobacter	d_Bacteria:p_Campylobacterota:c_Campylobacteria:o_Campylobacterales:f_Helicobacteraceae:g_Helicobacter:s_Helicobacter pylori_BT	d_Bacteria:p_Campylobacterota:c_Campylobacteria:o_Campylobacterales:f_Helicobacteraceae:g_Helicobacter:s_
60	GCF_000156395.1	GCF_000173415.1	0.983164983164983	0	GCF_000156395.1_GCF_000173415.1	0.05022	804	919	6			2.77185375439184	-2.07446636702797	g	Providencia	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Providencia:s_Providencia rustigianii	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Providencia:s_Providencia alcalifaciens
61	GCF_000173415.1	GCF_000156395.1	0.976588628762542	0.00680272108843537	GCF_000173415.1_GCF_000156395.1	0.05022	919	804	6			2.69807202347643	-1.89578005510662	g	Providencia	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Providencia:s_Providencia alcalifaciens	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Providencia:s_Providencia rustigianii
62	21673_4_33	20298_3_41	0.895424836601307	0.0551724137931034	21673_4_33_20298_3_41	0.40572	657	589	7			2.71404985598855	-1.00919407745433	o	Bacteroidales	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Tannerellaceae:g_Parabacteroides:s_Parabacteroides johnsonii	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Bacteroides:s_
63	21673_4_33	GCF_000163675.1	0.895424836601307	0.0551724137931034	21673_4_33_GCF_000163675.1	0.40102	657	882	7			2.71404985598855	-1.00919407745433	o	Bacteroidales	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Tannerellaceae:g_Parabacteroides:s_Parabacteroides johnsonii	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Bacteroides:s_Bacteroides xylanisolvens
64	12718_7_95	UMGS1251	0.898395721925134	0.0561797752808989	12718_7_95_UMGS1251	0.42167	103	1601	9	Positive		2.86949027895971	-1.07951022868734	f	Lachnospiraceae	d_Bacteria:p_Firmicutes:c_Clostridia:o_Lachnospirales:f_Lachnospiraceae:g_Blautia_A:s_GCA_900066085.1	d_Bacteria:p_Firmicutes:c_Clostridia:o_Lachnospirales:f_Lachnospiraceae:g_:s_
65	UMGS287	UMGS355	0.883720930232558	0.0617283950617284	UMGS287_UMGS355	0.44915	2065	2134	11	Positive		2.71350719619407	-0.928868060587208	f	Bacteroidaceae	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotellamassilia:s_	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Bacteroides_A:s_
66	UMGS899	14207_7_20	0.882716049382716	0.0592105263157895	UMGS899_14207_7_20	0.44675	2700	240	11	Positive		2.70099500121235	-0.987466324485102	f	Bacteroidaceae	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotella:s_	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Bacteroides_B:s_Bacteroides_B vulgatus
67	UMGS899	GCF_000158335.2	0.882716049382716	0.065359477124183	UMGS899_GCF_000158335.2	0.44888	2700	827	11	Positive		2.70099500121235	-0.844362025364438	f	Bacteroidaceae	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotella:s_	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Bacteroides_B:s_Bacteroides_B dorei
68	UMGS287	12718_7_29	0.883720930232558	0.0559006211180124	UMGS287_12718_7_29	0.4586	2065	31	12	Positive		2.86764669690455	-1.20425072216899	f	Bacteroidaceae	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotellamassilia:s_	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Bacteroides:s_
69	UMGS333	GCF_900129655.1	0.872727272727273	0.027027027027027	UMGS333_GCF_900129655.1	0.45034	2116	1336	12			2.72631878390696	-1.90016262213282	f	Bacteroidaceae	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotellamassilia:s_	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Bacteroides:s_Bacteroides clarus
70	UMGS499	11861_6_68	0.871212121212121	0.0650406504065041	UMGS499_11861_6_68	0.45838	2285	7	12			2.70684089846177	-0.983957566843893	f	Bacteroidaceae	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotellamassilia:s_	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Bacteroides:s_Bacteroides cellulosilyticus
71	UMGS796	20287_6_60	0.901162790697674	0.03125	UMGS796_20287_6_60	0.45013	2588	474	12	Positive		3.0918688665642	-1.79838044926384	f	Bacteroidaceae	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotella:s_	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Bacteroides:s_Bacteroides clarus
72	UMGS1250	13154_4_44	0.895061728395062	0.0268456375838926	UMGS1250_13154_4_44	0.46953	1604	102	13	Positive		2.89414537877556	-1.8975749626364	f	Bacteroidaceae	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotella:s_	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Bacteroides:s_Bacteroides clarus
73	UMGS499	18048_2_61	0.893939393939394	0.0634920634920635	UMGS499_18048_2_61	0.46677	2285	393	13	Positive		2.88030220244028	-1.02057750308408	f	Bacteroidaceae	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotellamassilia:s_	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Bacteroides:s_Bacteroides uniformis
74	UMGS499	20287_6_46	0.893939393939394	0.0634920634920635	UMGS499_20287_6_46	0.46732	2285	467	13	Positive		2.88030220244028	-1.02057750308408	f	Bacteroidaceae	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotellamassilia:s_	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Bacteroides:s_Bacteroides uniformis
75	UMGS499	20287_6_60	0.901515151515151	0.062992125984252	UMGS499_20287_6_60	0.46574	2285	474	13	Positive		2.97374364270344	-1.03254166912265	f	Bacteroidaceae	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotellamassilia:s_	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Bacteroides:s_Bacteroides clarus
76	UMGS1250	GCF_000163675.1	0.895061728395062	0.0522875816993464	UMGS1250_GCF_000163675.1	0.47572	1604	882	14	Positive		2.91327440939702	-1.25806764081025	f	Bacteroidaceae	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotella:s_	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Bacteroides:s_Bacteroides xylanisolvens
77	UMGS1250	GCF_900129655.1	0.882716049382716	0.0592105263157895	UMGS1250_GCF_900129655.1	0.4723	1604	1336	14	Positive		2.75904426575189	-1.09616176669859	f	Bacteroidaceae	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotella:s_	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Bacteroides:s_Bacteroides clarus
78	UMGS499	12718_7_90	0.878787878787879	0.0569105691056911	UMGS499_12718_7_90	0.47036	2285	97	14			2.70997103822845	-1.14995052323954	f	Bacteroidaceae	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotellamassilia:s_	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Bacteroides:s_Bacteroides uniformis
79	UMGS499	21673_4_27	0.901515151515151	0.0703125	UMGS499_21673_4_27	0.47083	2285	648	14	Positive		2.99389471175696	-0.836521562523399	f	Bacteroidaceae	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotellamassilia:s_	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Bacteroides:s_Bacteroides uniformis
80	UMGS499	21673_4_89	0.893939393939394	0.0634920634920635	UMGS499_21673_4_89	0.47249	2285	708	14	Positive		2.89925348724746	-0.99603009477682	f	Bacteroidaceae	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotellamassilia:s_	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Bacteroides:s_Bacteroides uniformis
81	UMGS899	GCF_900129655.1	0.888888888888889	0.04	UMGS899_GCF_900129655.1	0.47798	2700	1336	14	Positive		2.83615933757445	-1.54543548296024	f	Bacteroidaceae	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotella:s_	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Bacteroides:s_Bacteroides clarus
82	UMGS626	GCF_000154125.1	0.864864864864865	0.0857142857142857	UMGS626_GCF_000154125.1	0.48078	2414	759	15			2.70462777613361	-0.548171059815152	f	Bacteroidaceae	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotella:s_	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Bacteroides:s_Bacteroides ovatus
83	UMGS845	GCF_001403595.1	0.884615384615385	0.0142857142857143	UMGS845_GCF_001403595.1	0.48139	2648	1274	15	Positive		2.95739441905556	-2.17149681160366	o	Bacteroidales	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Bacteroides_A:s_	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Coprobacteraceae:g_Coprobacter:s_Coprobacter secundus
84	UMGS889	21673_4_15	0.866279069767442	0.0802469135802469	UMGS889_21673_4_15	0.48272	2691	633	15			2.72272673404173	-0.672425623532297	f	Bacteroidaceae	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotella:s_	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Bacteroides_B:s_Bacteroides_B vulgatus
85	GCF_000241405.1	GCF_000723585.1	0.859154929577465	0.0757575757575758	GCF_000241405.1_GCF_000723585.1	0.49116	1020	1198	16	Positive		2.77584888413497	-0.825092427869924	c	Bacilli	d_Bacteria:p_Firmicutes:c_Bacilli:o_Lactobacillales:f_Listeriaceae:g_Listeria:s_Listeria innocua	d_Bacteria:p_Firmicutes:c_Bacilli:o_Bacillales:f_Amphibacillaceae:g_Virgibacillus:s_Virgibacillus massiliensis
86	GCF_000821325.1	GCF_000723585.1	0.856410256410256	0.0402298850574713	GCF_000821325.1_GCF_000723585.1	0.49509	1226	1198	16			2.73915996027742	-1.67087560666043	c	Bacilli	d_Bacteria:p_Firmicutes:c_Bacilli:o_Bacillales_A:f_Planococcaceae:g_Planomicrobium:s_Planomicrobium massiliensis	d_Bacteria:p_Firmicutes:c_Bacilli:o_Bacillales:f_Amphibacillaceae:g_Virgibacillus:s_Virgibacillus massiliensis
87	UMGS1311	13414_6_57	0.857142857142857	0.0769230769230769	UMGS1311_13414_6_57	0.49616	1663	157	16			2.74895286852511	-0.797346147117748	f	Bacteroidaceae	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotella:s_GCA_000434515.1	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Bacteroides:s_Bacteroides thetaiotaomicron
88	UMGS1311	20287_6_83	0.862244897959184	0.0611111111111111	UMGS1311_20287_6_83	0.49725	1663	493	16	Positive		2.81715347953582	-1.17377068932229	f	Bacteroidaceae	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotella:s_GCA_000434515.1	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Bacteroides:s_Bacteroides thetaiotaomicron
89	UMGS278	GCF_000154845.1	0.855421686746988	0.0469798657718121	UMGS278_GCF_000154845.1	0.49447	2055	775	16			2.72594543348536	-1.51018348080456	f	Bacteroidaceae	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotella:s_GCA_000434515.1	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Bacteroides_A:s_Bacteroides_A coprocola
90	UMGS499	UMGS626	0.871212121212121	0.0336134453781513	UMGS499_UMGS626	0.49285	2285	2414	16	Positive		2.93702122010007	-1.82838861338773	f	Bacteroidaceae	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotellamassilia:s_	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotella:s_
91	UMGS287	UMGS617	0.877906976744186	0.050314465408805	UMGS287_UMGS617	0.50105	2065	2401	17	Positive		2.92229574210159	-1.41975804995486	f	Bacteroidaceae	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotellamassilia:s_	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotella:s_Prevotella sp13
92	UMGS489	GCF_000162195.1	0.866242038216561	0.0555555555555556	UMGS489_GCF_000162195.1	0.51748	2278	867	18			2.69893842276029	-1.31213825929197	o	Bacteroidales	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Muribaculaceae:g_Homeothermus:s_	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Bacteroides_B:s_Bacteroides_B dorei
93	UMGS499	UMGS617	0.878787878787879	0.0491803278688525	UMGS499_UMGS617	0.5162	2285	2401	18	Positive		2.85992612364785	-1.46097201857728	f	Bacteroidaceae	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotellamassilia:s_	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotella:s_Prevotella sp13
94	UMGS1003	20287_6_50	0.865853658536585	0.0405405405405405	UMGS1003_20287_6_50	0.52913	1343	477	19			2.71946045115324	-1.67484395543914	f	Bacteroidaceae	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotella:s_	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Bacteroides:s_Bacteroides cellulosilyticus
95	UMGS1003	GCF_000172175.1	0.865853658536585	0.0206896551724138	UMGS1003_GCF_000172175.1	0.52628	1343	913	19			2.71946045115324	-2.14236896946359	f	Bacteroidaceae	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotella:s_	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Bacteroides:s_Bacteroides intestinalis
96	UMGS1126	13470_2_65	0.874172185430464	0.0503597122302158	UMGS1126_13470_2_65	0.52963	1472	196	19	Positive		2.82535452082296	-1.44358432662204	o	Bacteroidales	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Muribaculaceae:g_CAG-279:s_	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Bacteroides:s_Bacteroides faecis
97	UMGS1126	18048_1_66	0.880794701986755	0.0431654676258993	UMGS1126_18048_1_66	0.52867	1472	363	19	Positive		2.9096585374532	-1.61302207446823	o	Bacteroidales	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Muribaculaceae:g_CAG-279:s_	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Bacteroides:s_Bacteroides faecis
98	UMGS1126	20287_6_83	0.867549668874172	0.0507246376811594	UMGS1126_20287_6_83	0.52979	1472	493	19			2.7410505041927	-1.43498965825303	o	Bacteroidales	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Muribaculaceae:g_CAG-279:s_	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Bacteroides:s_Bacteroides thetaiotaomicron
99	UMGS1214	UMGS904	0.864285714285714	0.0396825396825397	UMGS1214_UMGS904	0.52104	1569	2711	19			2.69950066742493	-1.69505146033028	f	Lachnospiraceae	d_Bacteria:p_Firmicutes:c_Clostridia:o_Lachnospirales:f_Lachnospiraceae:g_CAG-194:s_	d_Bacteria:p_Firmicutes:c_Clostridia:o_Lachnospirales:f_Lachnospiraceae:g_Agathobacter:s_
100	UMGS499	UMGS1311	0.909090909090909	0.032258064516129	UMGS499_UMGS1311	0.52211	2285	1663	19	Positive		3.26986660850973	-1.86991156313827	f	Bacteroidaceae	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotellamassilia:s_	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotella:s_GCA_000434515.1
101	UMGS1003	13414_6_45	0.859756097560976	0.0408163265306122	UMGS1003_13414_6_45	0.53867	1343	145	20			2.70419561671358	-1.67414253378578	f	Bacteroidaceae	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotella:s_	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Bacteroides:s_GCA_900066265.1
102	UMGS1003	14207_7_65	0.884146341463415	0.0333333333333333	UMGS1003_14207_7_65	0.53688	1343	282	20	Positive		3.02272238814479	-1.84976418736732	f	Bacteroidaceae	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotella:s_	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Bacteroides:s_Bacteroides uniformis
103	UMGS1003	18048_2_61	0.859756097560976	0.06	UMGS1003_18048_2_61	0.53817	1343	393	20			2.70419561671358	-1.22391247642219	f	Bacteroidaceae	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotella:s_	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Bacteroides:s_Bacteroides uniformis
104	UMGS1003	20287_6_46	0.859756097560976	0.06	UMGS1003_20287_6_46	0.53872	1343	467	20			2.70419561671358	-1.22391247642219	f	Bacteroidaceae	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotella:s_	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Bacteroides:s_Bacteroides uniformis
105	UMGS1003	20287_6_60	0.871951219512195	0.0402684563758389	UMGS1003_20287_6_60	0.53714	1343	474	20	Positive		2.86345900242918	-1.68700073905105	f	Bacteroidaceae	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotella:s_	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Bacteroides:s_Bacteroides clarus
106	UMGS1003	21673_4_62	0.859756097560976	0.0472972972972973	UMGS1003_21673_4_62	0.53982	1343	683	20			2.70419561671358	-1.52203778467646	f	Bacteroidaceae	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotella:s_	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Bacteroides:s_Bacteroides uniformis
107	UMGS1003	21673_4_70	0.859756097560976	0.0472972972972973	UMGS1003_21673_4_70	0.53927	1343	691	20			2.70419561671358	-1.52203778467646	f	Bacteroidaceae	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotella:s_	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Bacteroides:s_Bacteroides uniformis
108	UMGS1003	GCF_000154205.1	0.871951219512195	0.0529801324503311	UMGS1003_GCF_000154205.1	0.53799	1343	761	20	Positive		2.86345900242918	-1.38866483079351	f	Bacteroidaceae	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotella:s_	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Bacteroides:s_Bacteroides uniformis
109	UMGS1003	GCF_000155815.1	0.865853658536585	0.0405405405405405	UMGS1003_GCF_000155815.1	0.53531	1343	788	20	Positive		2.78382730957137	-1.68061507630107	f	Bacteroidaceae	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotella:s_	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Bacteroides:s_Bacteroides eggerthii
110	UMGS1003	GCF_900129655.1	0.859756097560976	0.0275862068965517	UMGS1003_GCF_900129655.1	0.53749	1343	1336	20			2.70419561671358	-1.98464602162273	f	Bacteroidaceae	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Prevotella:s_	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Bacteroides:s_Bacteroides clarus
111	UMGS1126	13154_4_44	0.860927152317881	0.0298507462686567	UMGS1126_13154_4_44	0.53295	1472	102	20			2.71948912063991	-1.93149855260269	o	Bacteroidales	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Muribaculaceae:g_CAG-279:s_	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Bacteroides:s_Bacteroides clarus
112	UMGS1126	20287_6_60	0.874172185430464	0.0294117647058824	UMGS1126_20287_6_60	0.53537	1472	474	20	Positive		2.89246392366879	-1.94180120368277	o	Bacteroidales	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Muribaculaceae:g_CAG-279:s_	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Bacteroides:s_Bacteroides clarus
113	UMGS1126	20287_6_67	0.867549668874172	0.0367647058823529	UMGS1126_20287_6_67	0.53346	1472	483	20	Positive		2.80597652215434	-1.76923179809129	o	Bacteroidales	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Muribaculaceae:g_CAG-279:s_	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Bacteroides:s_Bacteroides fragilis
114	UMGS1126	20298_2_21	0.860927152317881	0.0441176470588235	UMGS1126_20298_2_21	0.53566	1472	516	20			2.71948912063991	-1.5966623924998	o	Bacteroidales	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Muribaculaceae:g_CAG-279:s_	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Bacteroides:s_Bacteroides fragilis
115	UMGS1126	20298_2_7	0.867549668874172	0.0223880597014925	UMGS1126_20298_2_7	0.53361	1472	554	20	Positive		2.80597652215434	-2.1066436209642	o	Bacteroidales	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Muribaculaceae:g_CAG-279:s_	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Bacteroides:s_Bacteroides clarus
